,movieId,title,imdbId,tmdbId,release_year
50,55,Georgia ,113158,97406,1995
51,57,Home for the Holidays ,113321,9089,1995
52,58,"Postman, The (Postino, Il) ",110877,11010,1994
53,60,"Indian in the Cupboard, The ",113419,11359,1995
54,61,Eye for an Eye ,116260,17182,1996
55,62,Mr. Holland's Opus ,113862,2054,1995
56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,116126,10607,1996
57,64,Two if by Sea ,118002,19760,1996
58,65,Bio-Dome ,115683,9536,1996
59,66,Lawnmower Man 2: Beyond Cyberspace ,116839,11525,1996
60,68,French Twist (Gazon maudit) ,113149,4482,1995
61,69,Friday ,113118,10634,1995
62,70,From Dusk Till Dawn ,116367,755,1996
63,71,Fair Game ,113010,11859,1995
64,72,Kicking and Screaming ,113537,28387,1995
65,73,"Misérables, Les ",113828,48750,1995
66,74,Bed of Roses ,115644,20927,1996
67,75,Big Bully ,115676,36929,1996
68,76,Screamers ,114367,9102,1995
69,77,Nico Icon ,113973,124626,1995
70,78,"Crossing Guard, The ",112744,27526,1995
71,79,"Juror, The ",116731,9623,1996
72,80,"White Balloon, The (Badkonake sefid) ",112445,46785,1995
73,81,Things to Do in Denver When You're Dead ,114660,400,1995
74,82,Antonia's Line (Antonia) ,112379,880,1995
75,83,Once Upon a Time... When We Were Colored ,114039,146599,1995
76,85,Angels and Insects ,112365,8447,1995
77,86,White Squall ,118158,10534,1996
78,87,Dunston Checks In ,116151,17414,1996
79,88,Black Sheep ,115697,13997,1996
80,89,Nick of Time ,113972,2086,1995
81,92,Mary Reilly ,117002,9095,1996
82,93,Vampire in Brooklyn ,114825,12158,1995
83,94,Beautiful Girls ,115639,9283,1996
84,95,Broken Arrow ,115759,9208,1996
85,96,In the Bleak Midwinter ,113403,40154,1995
86,97,"Hate (Haine, La) ",113247,406,1995
87,99,Heidi Fleiss: Hollywood Madam ,113283,63076,1995
88,100,City Hall ,115907,11062,1996
89,101,Bottle Rocket ,115734,13685,1996
90,102,Mr. Wrong ,117102,47475,1996
91,103,Unforgettable ,118040,2045,1996
92,104,Happy Gilmore ,116483,9614,1996
93,105,"Bridges of Madison County, The ",112579,688,1995
94,106,Nobody Loves Me (Keiner liebt mich) ,110251,11907,1994
95,107,Muppet Treasure Island ,117110,10874,1996
96,108,Catwalk ,112646,89333,1996
97,110,Braveheart ,112573,197,1995
98,111,Taxi Driver ,75314,103,1976
99,112,Rumble in the Bronx (Hont faan kui) ,113326,33542,1995
100,113,Before and After ,115645,43566,1996
101,116,Anne Frank Remembered ,112373,51352,1995
102,117,"Young Poisoner's Handbook, The ",115033,16934,1995
103,118,If Lucy Fell ,116606,10324,1996
104,119,"Steal Big, Steal Little ",114536,78406,1995
105,121,"Boys of St. Vincent, The ",106473,32119,1992
106,122,Boomerang ,103859,11066,1992
107,123,Chungking Express (Chung Hing sam lam) ,109424,11104,1994
108,125,Flirting With Disaster ,116324,2074,1996
109,126,"NeverEnding Story III, The ",110647,27793,1994
110,128,Jupiter's Wife ,110217,290157,1994
111,129,Pie in the Sky ,114131,110972,1996
112,132,Jade ,113451,11863,1995
113,135,Down Periscope ,116130,9101,1996
114,137,Man of the Year ,113756,5757,1995
115,140,Up Close and Personal ,118055,9302,1996
116,141,"Birdcage, The ",115685,11000,1996
117,144,"Brothers McMullen, The ",112585,16388,1995
118,145,Bad Boys ,112442,9737,1995
119,146,"Amazing Panda Adventure, The ",112342,30765,1995
120,147,"Basketball Diaries, The ",112461,10474,1995
121,148,"Awfully Big Adventure, An ",112427,22279,1995
122,149,Amateur ,109093,30157,1994
123,150,Apollo 13 ,112384,568,1995
124,151,Rob Roy ,114287,11780,1995
125,152,"Addiction, The ",112288,34996,1995
126,153,Batman Forever ,112462,414,1995
127,154,Beauty of the Day (Belle de jour) ,61395,649,1967
128,155,Beyond Rangoon ,112495,1873,1995
129,156,Blue in the Face ,112541,5894,1995
130,157,Canadian Bacon ,109370,1775,1995
131,158,Casper ,112642,8839,1995
132,159,Clockers ,112688,20649,1995
133,160,Congo ,112715,10329,1995
134,161,Crimson Tide ,112740,8963,1995
135,162,Crumb ,109508,26564,1994
136,163,Desperado ,112851,8068,1995
137,164,Devil in a Blue Dress ,112857,8512,1995
138,165,Die Hard: With a Vengeance ,112864,1572,1995
139,166,"Doom Generation, The ",112887,13552,1995
140,168,First Knight ,113071,6520,1995
141,169,Free Willy 2: The Adventure Home ,113114,9073,1995
142,170,Hackers ,113243,10428,1995
143,171,Jeffrey ,113464,17447,1995
144,172,Johnny Mnemonic ,113481,9886,1995
145,173,Judge Dredd ,113492,9482,1995
146,174,Jury Duty ,113500,19326,1995
147,175,Kids ,113540,9344,1995
148,176,Living in Oblivion ,113677,9071,1995
149,177,Lord of Illusions ,113690,8973,1995
150,178,Love & Human Remains ,107447,15730,1993
151,179,Mad Love ,113729,47608,1995
152,180,Mallrats ,113749,2293,1995
153,181,Mighty Morphin Power Rangers: The Movie ,113820,9070,1995
154,183,Mute Witness ,110604,48787,1994
155,184,Nadja ,110620,34574,1994
156,185,"Net, The ",113957,1642,1995
157,186,Nine Months ,113986,11472,1995
158,187,Party Girl ,114095,36196,1995
159,188,"Prophecy, The ",114194,11980,1995
160,189,Reckless ,114241,58372,1995
161,190,Safe ,114323,32646,1995
162,191,"Scarlet Letter, The ",114345,10533,1995
163,193,Showgirls ,114436,10802,1995
164,194,Smoke ,114478,10149,1995
165,195,Something to Talk About ,114496,18402,1995
166,196,Species ,114508,9348,1995
167,198,Strange Days ,114558,281,1995
168,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",58450,5967,1964
169,201,Three Wishes ,114663,47939,1995
170,202,Total Eclipse ,114702,36834,1995
171,203,"To Wong Foo, Thanks for Everything! Julie Newmar ",114682,9090,1995
172,204,Under Siege 2: Dark Territory ,114781,3512,1995
173,205,Unstrung Heroes ,114798,52856,1995
174,206,Unzipped ,114805,77350,1995
175,207,"Walk in the Clouds, A ",114887,9560,1995
176,208,Waterworld ,114898,9804,1995
177,209,White Man's Burden ,114928,31611,1995
178,210,Wild Bill ,114938,65796,1995
179,211,"Browning Version, The ",109340,49805,1994
180,212,Bushwhacked ,112602,26258,1995
181,213,Burnt by the Sun (Utomlyonnye solntsem) ,111579,50797,1994
182,214,Before the Rain (Pred dozhdot) ,110882,19155,1994
183,215,Before Sunrise ,112471,76,1995
184,216,Billy Madison ,112508,11017,1995
185,217,"Babysitter, The ",112438,37141,1995
186,218,Boys on the Side ,112571,9382,1995
187,219,"Cure, The ",112757,6715,1995
188,220,Castle Freak ,112643,18256,1995
189,222,Circle of Friends ,112679,22625,1995
190,223,Clerks ,109445,2292,1994
191,224,Don Juan DeMarco ,112883,1909,1995
192,225,Disclosure ,109635,8984,1994
193,227,Drop Zone ,109676,4954,1994
194,228,Destiny Turns on the Radio ,112854,62488,1995
195,229,Death and the Maiden ,109579,10531,1994
196,230,Dolores Claiborne ,109642,11929,1995
197,231,Dumb & Dumber (Dumb and Dumber) ,109686,8467,1994
198,232,Eat Drink Man Woman (Yin shi nan nu) ,111797,10451,1994
199,233,Exotica ,109759,20156,1994
200,234,Exit to Eden ,109758,18395,1994
201,235,Ed Wood ,109707,522,1994
202,236,French Kiss ,113117,397,1995
203,237,Forget Paris ,113097,10525,1995
204,238,Far From Home: The Adventures of Yellow Dog ,113028,27985,1995
205,239,"Goofy Movie, A ",113198,15789,1995
206,240,Hideaway ,113303,27303,1995
207,241,Fluke ,113089,21183,1995
208,242,Farinelli: il castrato ,109771,10954,1994
209,243,Gordy ,113199,47867,1995
210,246,Hoop Dreams ,110057,14275,1994
211,247,Heavenly Creatures ,110005,1024,1994
212,248,Houseguest ,110066,17207,1994
213,249,Immortal Beloved ,110116,13701,1994
214,250,Heavyweights (Heavy Weights) ,110006,14819,1995
215,251,"Hunted, The ",113360,32631,1995
216,252,I.Q. ,110099,11777,1994
217,253,Interview with the Vampire: The Vampire Chronicles ,110148,628,1994
218,254,Jefferson in Paris ,113463,87729,1995
219,255,"Jerky Boys, The ",110189,18713,1995
220,256,Junior ,110216,6280,1994
221,257,Just Cause ,113501,9061,1995
222,258,"Kid in King Arthur's Court, A ",113538,37108,1995
223,259,Kiss of Death ,113552,6071,1995
224,260,Star Wars: Episode IV - A New Hope ,76759,11,1977
225,261,Little Women ,110367,9587,1994
226,262,"Little Princess, A ",113670,19101,1995
227,263,Ladybird Ladybird ,110296,49980,1994
228,265,Like Water for Chocolate (Como agua para chocolate) ,103994,18183,1992
229,266,Legends of the Fall ,110322,4476,1994
230,267,Major Payne ,110443,11008,1995
231,269,My Crazy Life (Mi vida loca) ,107566,32325,1993
232,270,Love Affair ,110391,43742,1994
233,271,Losing Isaiah ,113691,28313,1995
234,272,"Madness of King George, The ",110428,11318,1994
235,273,Mary Shelley's Frankenstein (Frankenstein) ,109836,3036,1994
236,274,Man of the House ,113755,40490,1995
237,275,Mixed Nuts ,110538,24070,1994
238,276,Milk Money ,110516,8986,1994
239,277,Miracle on 34th Street ,110527,10510,1994
240,278,Miami Rhapsody ,113808,17402,1995
241,279,My Family ,113896,38722,1995
242,280,Murder in the First ,113870,8438,1995
243,281,Nobody's Fool ,110684,11593,1994
244,282,Nell ,110638,1945,1994
245,283,New Jersey Drive ,113967,39310,1995
246,284,New York Cop (Nyû Yôku no koppu) ,117169,109560,1993
247,285,Beyond Bedlam ,106402,56428,1993
248,287,Nina Takes a Lover ,110671,131957,1994
249,288,Natural Born Killers ,110632,241,1994
250,289,Only You ,110737,9058,1994
251,290,Once Were Warriors ,110729,527,1994
252,291,Poison Ivy II ,114151,18220,1996
253,292,Outbreak ,114069,6950,1995
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) ,110413,101,1994
255,294,"Perez Family, The ",114113,63020,1995
256,295,"Pyromaniac's Love Story, A ",114210,2307,1995
257,296,Pulp Fiction ,110912,680,1994
258,298,Pushing Hands (Tui shou) ,105652,25296,1992
259,299,Priest ,110889,40156,1994
260,300,Quiz Show ,110932,11450,1994
261,301,Picture Bride (Bijo photo) ,114129,30304,1994
262,302,"Queen Margot (Reine Margot, La) ",110963,10452,1994
263,303,"Quick and the Dead, The ",114214,12106,1995
264,304,Roommates ,114296,161495,1995
265,305,Ready to Wear (Pret-A-Porter) ,110907,3586,1994
266,306,Three Colors: Red (Trois couleurs: Rouge) ,111495,110,1994
267,307,Three Colors: Blue (Trois couleurs: Bleu) ,108394,108,1993
268,308,Three Colors: White (Trzy kolory: Bialy) ,111507,109,1994
269,310,Rent-a-Kid ,114268,36357,1995
270,311,Relative Fear ,110965,92769,1994
271,312,Stuart Saves His Family ,114571,28033,1995
272,313,"Swan Princess, The ",111333,22586,1994
273,314,"Secret of Roan Inish, The ",111112,14334,1994
274,315,"Specialist, The ",111255,2636,1994
275,316,Stargate ,111282,2164,1994
276,317,"Santa Clause, The ",111070,11395,1994
277,318,"Shawshank Redemption, The ",111161,278,1994
278,319,Shallow Grave ,111149,9905,1994
279,320,Suture ,108260,87078,1993
280,321,Strawberry and Chocolate (Fresa y chocolate) ,106966,12527,1993
281,322,Swimming with Sharks ,114594,20306,1995
282,324,"Sum of Us, The ",111309,36614,1994
283,325,National Lampoon's Senior Trip ,113936,27993,1995
284,326,To Live (Huozhe) ,110081,31439,1994
285,327,Tank Girl ,114614,9067,1995
286,328,Tales from the Crypt Presents: Demon Knight ,114608,9059,1995
287,329,Star Trek: Generations ,111280,193,1994
288,330,Tales from the Hood ,114609,25066,1995
289,331,Tom & Viv ,111454,46797,1994
290,332,Village of the Damned ,114852,12122,1995
291,333,Tommy Boy ,114694,11381,1995
292,334,Vanya on 42nd Street ,111590,32636,1994
293,335,Underneath ,114788,36141,1995
294,336,"Walking Dead, The ",114888,95963,1995
295,337,What's Eating Gilbert Grape ,108550,1587,1993
296,338,Virtuosity ,114857,9271,1995
297,339,While You Were Sleeping ,114924,2064,1995
298,340,"War, The ",111667,19855,1994
299,341,Double Happiness ,109655,60855,1994
300,342,Muriel's Wedding ,110598,236,1994
301,343,"Baby-Sitters Club, The ",112435,48287,1995
302,344,Ace Ventura: Pet Detective ,109040,3049,1994
303,345,"Adventures of Priscilla, Queen of the Desert, The ",109045,2759,1994
304,346,Backbeat ,106339,12635,1993
305,347,Bitter Moon ,104779,10497,1992
306,348,Bullets Over Broadway ,109348,11382,1994
307,349,Clear and Present Danger ,109444,9331,1994
308,350,"Client, The ",109446,10731,1994
309,351,"Corrina, Corrina ",109484,10464,1994
310,352,Crooklyn ,109504,34152,1994
311,353,"Crow, The ",109506,9495,1994
312,354,Cobb ,109450,29973,1994
313,355,"Flintstones, The ",109813,888,1994
314,356,Forrest Gump ,109830,13,1994
315,357,Four Weddings and a Funeral ,109831,712,1994
316,358,Higher Learning ,113305,16295,1995
317,359,I Like It Like That ,110091,48992,1994
318,360,I Love Trouble ,110093,10879,1994
319,361,It Could Happen to You ,110167,10660,1994
320,362,"Jungle Book, The ",110213,10714,1994
321,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) ",107472,41647,1993
322,364,"Lion King, The ",110357,8587,1994
323,365,Little Buddha ,107426,1689,1993
324,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) ",111686,11596,1994
325,367,"Mask, The ",110475,854,1994
326,368,Maverick ,110478,9359,1994
327,369,Mrs. Parker and the Vicious Circle ,110588,23333,1994
328,370,Naked Gun 33 1/3: The Final Insult ,110622,36593,1994
329,371,"Paper, The ",110771,12280,1994
330,372,Reality Bites ,110950,2788,1994
331,373,Red Rock West ,105226,10427,1992
332,374,Richie Rich ,110989,11011,1994
333,376,"River Wild, The ",110997,8987,1994
334,377,Speed ,111257,1637,1994
335,378,Speechless ,111256,15128,1994
336,379,Timecop ,111438,8831,1994
337,380,True Lies ,111503,36955,1994
338,381,When a Man Loves a Woman ,111693,10449,1994
339,382,Wolf ,111742,10395,1994
340,383,Wyatt Earp ,111756,12160,1994
341,384,Bad Company ,112443,40480,1995
342,385,"Man of No Importance, A ",110455,52038,1994
343,386,S.F.W. ,111048,29444,1994
344,387,"Low Down Dirty Shame, A ",110399,26352,1994
345,388,Boys Life ,112570,39953,1995
346,389,"Colonel Chabert, Le ",109454,41580,1994
347,390,Faster Pussycat! Kill! Kill! ,59170,315,1965
348,391,Jason's Lyric ,110186,22067,1994
349,393,Street Fighter ,111301,11667,1994
350,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) ,110027,8011,1994
351,406,Federal Hill ,109785,171857,1994
352,407,In the Mouth of Madness ,113409,2654,1995
353,408,8 Seconds ,109021,18069,1994
354,409,Above the Rim ,109035,19092,1994
355,410,Addams Family Values ,106220,2758,1993
356,412,"Age of Innocence, The ",106226,10436,1993
357,413,Airheads ,109068,13595,1994
358,414,"Air Up There, The ",109067,46094,1994
359,415,Another Stakeout ,106292,9409,1993
360,416,Bad Girls ,109198,11853,1994
361,417,Barcelona ,109219,16771,1994
362,418,Being Human ,106379,46924,1993
363,419,"Beverly Hillbillies, The ",106400,11041,1993
364,420,Beverly Hills Cop III ,109254,306,1994
365,421,Black Beauty ,109279,14522,1994
366,422,Blink ,109297,26203,1994
367,423,Blown Away ,109303,178,1994
368,424,Blue Chips ,109305,19819,1994
369,425,Blue Sky ,109306,57834,1994
370,426,Body Snatchers ,106452,4722,1993
371,427,Boxing Helena ,106471,18215,1993
372,428,"Bronx Tale, A ",106489,1607,1993
373,429,Cabin Boy ,109361,26391,1994
374,430,Calendar Girl ,106505,117553,1993
375,431,Carlito's Way ,106519,6075,1993
376,432,City Slickers II: The Legend of Curly's Gold ,109439,11310,1994
377,433,Clean Slate ,109443,18658,1994
378,434,Cliffhanger ,106582,9350,1993
379,435,Coneheads ,106598,9612,1993
380,436,Color of Night ,109456,2124,1994
381,437,Cops and Robbersons ,109480,26261,1994
382,438,"Cowboy Way, The ",109493,19176,1994
383,440,Dave ,106673,11566,1993
384,441,Dazed and Confused ,106677,9571,1993
385,442,Demolition Man ,106697,9739,1993
386,444,Even Cowgirls Get the Blues ,106834,34444,1993
387,445,Fatal Instinct ,106873,26141,1993
388,446,Farewell My Concubine (Ba wang bie ji) ,106332,10997,1993
389,448,Fearless ,106881,10443,1993
390,449,Fear of a Black Hat ,106880,20239,1994
391,450,With Honors ,111732,16297,1994
392,451,Flesh and Bone ,106926,18551,1993
393,452,Widows' Peak ,111712,25440,1994
394,453,For Love or Money ,106941,9024,1993
395,454,"Firm, The ",106918,37233,1993
396,455,Free Willy ,106965,1634,1993
397,456,Fresh ,109842,13815,1994
398,457,"Fugitive, The ",106977,5503,1993
399,458,Geronimo: An American Legend ,107004,35588,1993
400,459,"Getaway, The ",109890,2087,1994
401,460,Getting Even with Dad ,109891,41579,1994
402,461,Go Fish ,109913,18620,1994
403,464,Hard Target ,107076,2019,1993
404,466,Hot Shots! Part Deux ,107144,9255,1993
405,467,Live Nude Girls ,113674,26271,1995
406,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The ",112966,10612,1995
407,469,"House of the Spirits, The ",107151,2259,1993
408,470,House Party 3 ,110064,16097,1994
409,471,"Hudsucker Proxy, The ",110074,11934,1994
410,472,I'll Do Anything ,110097,106143,1994
411,473,In the Army Now ,110123,12475,1994
412,474,In the Line of Fire ,107206,9386,1993
413,475,In the Name of the Father ,107207,7984,1993
414,476,"Inkwell, The ",110137,59930,1994
415,477,What's Love Got to Do with It? ,108551,15765,1993
416,478,Jimmy Hollywood ,110197,31643,1994
417,479,Judgment Night ,107286,6,1993
418,480,Jurassic Park ,107290,329,1993
419,481,Kalifornia ,107302,10909,1993
420,482,Killing Zoe ,110265,507,1994
421,484,Lassie ,110305,29918,1994
422,485,Last Action Hero ,107362,9593,1993
423,486,Life with Mikey ,107413,42580,1993
424,487,Lightning Jack ,110353,22317,1994
425,488,M. Butterfly ,107468,1413,1993
426,489,Made in America ,107478,12121,1993
427,490,Malice ,107497,2246,1993
428,491,"Man Without a Face, The ",107501,10502,1993
429,492,Manhattan Murder Mystery ,107507,10440,1993
430,493,Menace II Society ,107554,9516,1993
431,494,Executive Decision ,116253,2320,1996
432,495,In the Realm of the Senses (Ai no corrida) ,74102,5879,1976
433,496,What Happened Was... ,111689,83718,1994
434,497,Much Ado About Nothing ,107616,11971,1993
435,499,Mr. Wonderful ,107613,31911,1993
436,500,Mrs. Doubtfire ,107614,788,1993
437,501,Naked ,107653,21450,1993
438,502,"Next Karate Kid, The ",110657,11231,1994
439,504,No Escape ,110678,10447,1994
440,505,North ,110687,31586,1994
441,506,Orlando ,107756,9300,1992
442,507,"Perfect World, A ",107808,9559,1993
443,508,Philadelphia ,107818,9800,1993
444,509,"Piano, The ",107822,713,1993
445,510,Poetic Justice ,107840,8291,1993
446,511,"Program, The ",107889,18133,1993
447,512,"Puppet Masters, The ",111003,25557,1994
448,513,Radioland Murders ,110939,22588,1994
449,514,"Ref, The ",110955,10872,1994
450,515,"Remains of the Day, The ",107943,1245,1993
451,516,Renaissance Man ,110971,11858,1994
452,517,Rising Sun ,107969,7007,1993
453,518,"Road to Wellville, The ",111001,10467,1994
454,519,RoboCop 3 ,107978,5550,1993
455,520,Robin Hood: Men in Tights ,107977,8005,1993
456,521,Romeo Is Bleeding ,107983,2088,1993
457,522,Romper Stomper ,105275,10412,1992
458,523,Ruby in Paradise ,108000,47889,1993
459,524,Rudy ,108002,14534,1993
460,526,"Savage Nights (Nuits fauves, Les) ",105032,41878,1992
461,527,Schindler's List ,108052,424,1993
462,528,"Scout, The ",111094,35233,1994
463,529,Searching for Bobby Fischer ,108065,14291,1993
464,531,"Secret Garden, The ",108071,11236,1993
465,532,Serial Mom ,111127,11592,1994
466,533,"Shadow, The ",111143,8850,1994
467,534,Shadowlands ,108101,10445,1993
468,535,Short Cuts ,108122,695,1993
469,536,"Simple Twist of Fate, A ",111194,43535,1994
470,537,Sirens ,111201,12519,1994
471,538,Six Degrees of Separation ,108149,23210,1993
472,539,Sleepless in Seattle ,108160,858,1993
473,540,Sliver ,108162,867,1993
474,541,Blade Runner ,83658,78,1982
475,542,Son in Law ,108186,13203,1993
476,543,So I Married an Axe Murderer ,108174,10442,1993
477,544,Striking Distance ,108238,11074,1993
478,546,Super Mario Bros. ,108255,9607,1993
479,547,Surviving the Game ,111323,17585,1994
480,548,Terminal Velocity ,111400,9057,1994
481,549,Thirty-Two Short Films About Glenn Gould ,108328,20967,1993
482,550,Threesome ,111418,10635,1994
483,551,"Nightmare Before Christmas, The ",107688,9479,1993
484,552,"Three Musketeers, The ",108333,10057,1993
485,553,Tombstone ,108358,11969,1993
486,555,True Romance ,108399,319,1993
487,556,"War Room, The ",108515,26408,1993
488,558,"Pagemaster, The ",110763,15139,1994
489,562,Welcome to the Dollhouse ,114906,11446,1995
490,563,Germinal ,107002,51980,1993
491,564,Chasers ,109403,24405,1994
492,567,Kika ,107315,8223,1993
493,568,Bhaji on the Beach ,106408,14587,1993
494,569,Little Big League ,110363,31504,1994
495,573,"Ciao, Professore! (Io speriamo che me la cavo) ",107225,23637,1992
496,574,Spanking the Monkey ,111252,17600,1994
497,575,"Little Rascals, The ",110366,10897,1994
498,577,Andre ,109120,21352,1994
499,579,"Escort, The (Scorta, La) ",108059,68806,1993
500,580,Princess Caraboo ,110892,37345,1994
501,581,"Celluloid Closet, The ",112651,32562,1995
502,583,Dear Diary (Caro Diario) ,109382,25403,1994
503,585,"Brady Bunch Movie, The ",112572,9066,1995
504,586,Home Alone ,99785,771,1990
505,587,Ghost ,99653,251,1990
506,588,Aladdin ,103639,812,1992
507,589,Terminator 2: Judgment Day ,103064,280,1991
508,590,Dances with Wolves ,99348,581,1990
509,592,Batman ,96895,268,1989
510,593,"Silence of the Lambs, The ",102926,274,1991
511,594,Snow White and the Seven Dwarfs ,29583,408,1937
512,595,Beauty and the Beast ,101414,10020,1991
513,596,Pinocchio ,32910,10895,1940
514,597,Pretty Woman ,100405,114,1990
515,599,"Wild Bunch, The ",65214,576,1969
516,600,Love and a .45 ,110395,15477,1994
517,602,"Great Day in Harlem, A ",109934,124472,1994
518,605,One Fine Day ,117247,7300,1996
519,606,Candyman: Farewell to the Flesh ,112625,10824,1995
520,608,Fargo ,116282,275,1996
521,609,Homeward Bound II: Lost in San Francisco ,116552,25059,1996
522,610,Heavy Metal ,82509,11827,1981
523,611,Hellraiser: Bloodline ,116514,8766,1996
524,612,"Pallbearer, The ",117283,23570,1996
525,613,Jane Eyre ,116684,47333,1996
526,615,Bread and Chocolate (Pane e cioccolata) ,70506,51242,1973
527,616,"Aristocats, The ",65421,10112,1970
528,617,"Flower of My Secret, The (La flor de mi secreto) ",113083,4307,1995
529,618,Two Much ,118001,46029,1995
530,619,Ed ,116165,32308,1996
531,626,"Thin Line Between Love and Hate, A ",117891,28121,1996
532,627,"Last Supper, The ",113613,12520,1995
533,628,Primal Fear ,117381,1592,1996
534,631,All Dogs Go to Heaven 2 ,115509,19042,1996
535,632,Land and Freedom (Tierra y libertad) ,114671,38884,1995
536,633,Denise Calls Up ,112844,47449,1995
537,634,Theodore Rex ,114658,36259,1995
538,635,"Family Thing, A ",116275,41852,1996
539,636,Frisk ,113122,40926,1995
540,637,Sgt. Bilko ,117608,9099,1996
541,638,Jack and Sarah ,113448,2021,1995
542,639,Girl 6 ,116414,61752,1996
543,640,Diabolique ,116095,10988,1996
544,645,Nelly & Monsieur Arnaud ,113947,12652,1995
545,647,Courage Under Fire ,115956,10684,1996
546,648,Mission: Impossible ,117060,954,1996
547,649,Cold Fever (Á köldum klaka) ,109028,68445,1995
548,650,Moll Flanders ,117071,18989,1996
549,653,Dragonheart ,116136,8840,1996
550,656,Eddie ,116168,11107,1996
551,661,James and the Giant Peach ,116683,10539,1996
552,662,Fear ,116287,10543,1996
553,663,Kids in the Hall: Brain Candy ,116768,18414,1996
554,665,Underground ,114787,11902,1995
555,667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) ,112536,25087,1996
556,668,Song of the Little Road (Pather Panchali) ,48473,5801,1955
557,670,"World of Apu, The (Apur Sansar) ",52572,896,1959
558,671,Mystery Science Theater 3000: The Movie ,117128,3065,1996
559,673,Space Jam ,117705,2300,1996
560,674,Barbarella ,62711,8069,1968
561,678,Some Folks Call It a Sling Blade ,108181,27768,1993
562,679,"Run of the Country, The ",114307,221917,1995
563,680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) ",58898,8072,1965
564,685,It's My Party ,113443,33245,1996
565,688,Operation Dumbo Drop ,114048,27281,1995
566,691,Mrs. Winterbourne ,117104,40001,1996
567,692,Solo ,117688,29621,1996
568,694,"Substitute, The ",117774,20762,1996
569,695,True Crime ,114736,37144,1996
570,697,Feeling Minnesota ,116289,12656,1996
571,698,Delta of Venus ,109593,38867,1995
572,700,Angus ,112368,25969,1995
573,703,Boys ,115742,43634,1996
574,704,"Quest, The ",117420,9103,1996
575,706,Sunset Park ,117784,29649,1996
576,707,Mulholland Falls ,117107,10990,1996
577,708,"Truth About Cats & Dogs, The ",117979,8866,1996
578,709,Oliver & Company ,95776,12233,1988
579,710,Celtic Pride ,115851,23449,1996
580,711,Flipper ,116322,36355,1996
581,714,Dead Man ,112817,922,1995
582,715,"Horseman on the Roof, The (Hussard sur le toit, Le) ",113362,11876,1995
583,718,"Visitors, The (Visiteurs, Les) ",108500,11687,1993
584,719,Multiplicity ,117108,9304,1996
585,720,Wallace & Gromit: The Best of Aardman Animation ,118114,503475,1996
